data,#cores,run,demeter_log_runtime,demeter_log_cputime,mprof_runtime,mprof_max_mem,mprof_mean_mem
pf1,24,6,2297.289,17918348,2308.116600036621,11063.820312,4489.708417960765
pf1,24,7,2358.345,17253101,2369.7190001010895,11393.324219,4367.633967176141
pf1,24,8,2060.138,17209800,2071.070699930191,11137.855469,4915.2978745965665
pf1,24,9,2379.932,17315293,2390.7990000247955,10822.578125,4133.989957177639
pf2,1,0,19986.792,18149940,20017.068099975586,566.0039059999999,436.6354967004295
pf2,1,1,19849.272,18029329,19879.977300167084,566.6132809999999,442.77694331204054
pf2,1,2,20339.068,18567095,20369.872600078583,593.7851559999999,450.2838831779571
pf2,1,3,20309.372,18553229,20339.60840010643,594.9101559999999,452.67337788434725
pf2,1,4,20566.984,18816454,20597.205699920654,598.6914059999999,460.58352833796886
pf2,1,5,20276.123,18502557,20306.765499830246,578.5234379999999,446.52635647071077
pf2,1,6,19639.398,17832774,19670.02110004425,578.5625,444.4421930799501
pf2,1,7,19573.885,17760667,19604.858500003815,566.8632809999999,445.9910756674149
pf2,1,8,19734.794,17909796,19765.633999824524,572.3085940000001,445.43110124635706
pf2,1,9,20056.385,18251308,20087.174200057983,586.3359379999999,443.0195752833599
pf2,2,0,10482.998,18352247,10500.5515999794,1175.2851560000001,897.1092414305361
pf2,2,1,10403.356,18331692,10418.45560002327,1077.6015619999998,853.1038645682098
pf2,2,2,10403.282,18399996,10417.796499967575,1093.7460939999999,868.1356247250823
pf2,2,3,10433.425,18108549,10448.152600049973,1098.234375,853.4415948207185
pf2,2,4,10598.205,18422770,10616.454900026321,1099.390625,871.7495407113189
pf2,2,5,10153.155,17833797,10172.543200016022,1082.2539060000001,841.1694030831223
pf2,2,6,10375.328,18295545,10394.45190000534,1081.2265619999998,857.331937583647
pf2,2,7,10520.091,18303893,10539.354599952698,1083.5664060000001,856.0262971398748
pf2,2,8,10275.516,18133104,10294.4210999012,1102.7070310000001,859.076292998374
pf2,2,9,10349.114,18409826,10368.750299930573,1066.4921880000002,857.6329420226031
pf2,4,0,5543.562,18234207,5556.039799928665,2102.113281,1648.317679852762
pf2,4,1,5493.663,18217849,5506.015000104904,2110.746094,1660.5616166041698
pf2,4,2,5745.108,18489472,5756.509999990463,2125.855469,1614.4998815540307
pf2,4,3,5618.057,18228793,5631.203399896622,2080.824219,1618.8155204991076
pf2,4,4,5590.732,18070126,5607.396399974823,2106.3671879999997,1589.2589117258613
pf2,4,5,5274.4,17540755,5290.695500135422,2035.398438,1635.3702191142531
pf2,4,6,5422.266,17974172,5437.7727999687195,2141.785156,1619.2684288896564
pf2,4,7,5636.035,17983301,5651.69870018959,2088.15625,1575.428240158644
pf2,4,8,5613.778,18526160,5625.227299928665,2103.265625,1621.7112717155728
pf2,4,9,5468.422,18208237,5481.054199934006,2107.2421879999997,1629.867151633754
pf2,8,0,3552.47,18824215,3564.0202000141144,4098.207031,2650.6340064818073
pf2,8,1,3396.549,18615931,3407.677400112152,4069.804688,2734.538549993156
pf2,8,2,3213.827,18073349,3224.7567999362946,3994.71875,2840.093494840324
pf2,8,3,3352.09,18737255,3363.2983000278473,3926.3320310000004,2792.8159014565663
pf2,8,4,3184.206,18077890,3195.8241999149323,4091.6992189999996,2870.3005441606742
pf2,8,5,3339.035,18748088,3350.4042999744415,4012.414062,2823.9813242286427
pf2,8,6,3297.582,18651963,3308.769500017166,3926.4804689999996,2814.300757826225
pf2,8,7,3206.549,18188269,3217.330399990082,3914.8320310000004,2774.5492985705987
pf2,8,8,3371.816,18375264,3382.4210000038147,4129.550781,2766.7512078600566
pf2,8,9,3158.921,17924832,3169.7966001033783,3971.5820310000004,2807.0667152641345
pf2,16,0,2459.13,17283553,2470.275400161743,7707.199219,3787.5399161619116
pf2,16,1,2541.889,17224612,2552.8732998371124,7578.53125,3666.3105234542095
pf2,16,2,2374.751,17723746,2385.879800081253,7878.246094,3999.140890087863
pf2,16,3,2774.911,18007626,2786.119999885559,7755.25,3578.8889272810434
pf2,16,4,2709.361,18041278,2720.7867999076843,7837.054687999999,3663.212230343433
pf2,16,5,2404.05,17400127,2414.8719000816345,7491.847656,3938.962661225341
pf2,16,6,2375.317,17816988,2385.736999988556,7754.070312000001,4069.969401086069
pf2,16,7,2537.617,17496126,2548.4293999671936,7861.453125,3740.0592921989332
pf2,16,8,2547.189,17557492,2558.350100040436,7924.070312000001,3787.350125720159
pf2,16,9,2463.509,17828656,2475.067100048065,7801.777344,3975.8259954674136
pf2,24,0,2524.661,17176163,2535.5706000328064,11287.527344,4086.3856763986873
pf2,24,1,2179.72,17208302,2191.3677999973297,11042.332031,4584.232752498143
pf2,24,2,2408.269,17827934,2418.7052998542786,11405.804688,4463.728264236515
pf2,24,3,2160.578,17085947,2171.7947998046875,11322.882812,4755.396633869639
pf2,24,4,2154.483,17145060,2165.614000082016,10973.503906,4622.22910544433
pf2,24,5,2203.427,17276156,2213.8564999103546,11111.261719,4607.028623196572
pf2,24,6,2129.381,17081595,2139.966399908066,11156.035156,4719.451221903105
pf2,24,7,2435.196,17644622,2445.8203999996185,11153.558594,4279.4506114174565
pf2,24,8,2235.468,17108167,2246.4435999393463,11212.625,4449.014560930541
pf2,24,9,2165.623,16969896,2176.1687998771667,11219.6875,4615.888090112769
pf3,1,0,26212.609,24424022,26242.453200101852,582.6328120000001,450.00923516395744
pf3,1,1,27421.667,25646610,27450.70810008049,593.171875,447.7813454823713
pf3,1,2,27431.816,25653074,27460.70440006256,582.3984379999999,457.38072263482167
pf3,1,3,26103.899,24316684,26133.31150007248,568.9179690000001,449.06188330580704
pf3,1,4,27987.279,26241792,28016.56500005722,602.5234379999999,459.7740559658134
pf3,1,5,27483.05,25700990,27512.529700040817,561.6132809999999,445.19296882757106
pf3,1,6,26954.874,25180353,26983.714200019836,578.5625,449.4514750056314
pf3,1,7,26608.901,24881273,26638.26539993286,572.5976559999999,444.9056893159856
pf3,1,8,26579.448,24803604,26608.967700004578,584.984375,443.8816545259061
pf3,1,9,27082.493,25317977,27111.682399988174,567.84375,446.86042148642935
pf3,2,0,15214.584,25802663,15230.435100078583,1075.9257810000001,829.8000232557283
pf3,2,1,14965.576,25140209,14981.220099925995,1076.3242189999999,807.76985881533
pf3,2,2,14624.059,24803329,14638.46299982071,1079.3789060000001,821.0915387698683
pf3,2,3,14757.654,25088391,14771.210000038147,1072.015625,831.9638208939755
pf3,2,4,14304.642,25126434,14320.85840010643,1077.5039060000001,850.8014417373792
pf3,2,5,15236.886,25997253,15251.925499916077,1118.7695310000001,819.2460912466764
pf3,2,6,14992.22,25724493,15011.013000011444,1086.734375,829.2897520084864
pf3,2,7,15249.549,25889256,15267.850500106812,1070.1640619999998,819.7207258823113
pf3,2,8,14550.476,25059274,14565.664699792862,1100.484375,848.1063039954955
pf3,2,9,14461.799,25301224,14479.795899868011,1083.7421880000002,846.647183694295
pf3,4,0,8128.993,26205156,8141.700399875641,2136.6640620000003,1608.8849509532179
pf3,4,1,8928.939,26271331,8942.190700054169,2033.773438,1452.0867016606098
pf3,4,2,7750.451,24586470,7763.0531001091,2065.574219,1592.6403547218567
pf3,4,3,7994.7,24375992,8006.046799898148,2156.949219,1523.2491153587368
pf3,4,4,8258.545,24996102,8273.966000080109,2206.011719,1483.4457021558392
pf3,4,5,8458.016,23886200,8473.167799949646,2036.511719,1411.2607643465838
pf3,4,6,7881.463,24224895,7897.457999944687,2098.050781,1507.4904961592642
pf3,4,7,7701.253,24651208,7716.8765001297,2092.7109379999997,1576.837156208009
pf3,4,8,7645.492,25636535,7658.384199857712,2047.539062,1641.7421535704425
pf3,4,9,8219.617,25462038,8231.956000089645,2095.144531,1546.7888854403552
pf3,8,0,5000.575,24711027,5011.474400043488,4088.7773439999996,2513.3717974359656
pf3,8,1,4553.278,25362862,4563.428500175476,4082.4179689999996,2804.7501448284775
pf3,8,2,5234.297,25684205,5245.389100074768,4173.277344,2529.915713334701
pf3,8,3,4692.247,25191734,4703.054999828339,3997.8007810000004,2698.406137952708
pf3,8,4,4909.258,25638012,4920.070899963379,4024.5507810000004,2637.3848792534104
pf3,8,5,4667.365,24709135,4678.526899814606,3957.859375,2600.655395553613
pf3,8,6,4442.643,24789836,4454.176399946213,4031.429688,2792.151930551676
pf3,8,7,5286.115,26033552,5296.993100166321,4098.292969,2481.2500998973273
pf3,8,8,5018.692,24885823,5029.228699922562,4001.6914060000004,2425.264408157185
pf3,8,9,4897.478,25375593,4908.822100162506,3912.7460939999996,2583.4249318474695
pf3,16,0,3438.448,24404859,3449.284600019455,7868.84375,3762.1255275782373
pf3,16,1,3621.968,26400322,3632.2130999565125,7682.386719,3850.968853670695
pf3,16,2,3015.529,24703411,3026.563800096512,7581.136719,4281.021859704017
pf3,16,3,3819.796,25298992,3830.996400117874,7610.929687999999,3600.0826711377244
pf3,16,4,3221.324,24386718,3232.3444998264313,7819.511719,3906.1549182360577
pf3,16,5,3148.176,24650727,3158.9063999652863,7672.714844,4055.8733696530903
pf3,16,6,3181.974,24852609,3192.648800134659,7879.710937999999,4155.888545564894
pf3,16,7,3297.286,25057850,3308.320899963379,7918.761719,4066.19143501167
pf3,16,8,3037.596,24679859,3048.1435000896454,7791.105469,4215.571877728408
pf3,16,9,3064.738,24310370,3075.297600030899,7971.082031,4156.524559466164
pf3,24,0,3163.494,23555210,3174.0759999752045,11392.210938,4258.051000053515
pf3,24,1,3095.767,25119762,3108.016700029373,11029.910156,4424.0974320720325
pf3,24,2,3349.362,23263269,3360.623899936676,11337.28125,4026.6563819717653
pf3,24,3,3425.676,24344140,3436.978600025177,11328.355469,4126.209614422606
pf3,24,4,2907.257,24499413,2919.165999889374,11198.566406,4790.227179261029
pf3,24,5,3020.482,23148525,3031.886199951172,11498.710938,4508.5982154945095
pf3,24,6,3243.026,24049527,3253.9290001392365,11517.242188,4234.240739032101
pf3,24,7,2865.402,23918070,2876.492399930954,11093.632812,4779.831706957879
pf3,24,8,3228.205,24125330,3238.5192000865936,11308.921875,4283.786326421585
pf3,24,9,3319.115,24080723,3329.923399925232,11708.410156,4197.289869296581
remanei,1,0,19332.749,17497422,19360.110200166702,559.9335940000001,440.3901321963315
remanei,1,1,19569.454,17741205,19597.840699911118,579.7890620000001,444.5876648271516
remanei,1,2,19462.643,17618921,19490.131299972534,571.265625,437.57150014936883
remanei,1,3,19702.919,17914386,19729.635799884796,577.4648440000001,441.7702951792016
remanei,1,4,19430.216,17623749,19457.55210018158,577.015625,459.5911333952576
remanei,1,5,19426.844,17553176,19454.001100063324,566.3203120000001,437.7908024302518
remanei,1,6,19560.988,17768246,19589.45910000801,626.546875,435.09547893087483
remanei,1,7,19457.086,17622918,19477.99930000305,559.1289059999999,439.0383355929083
remanei,1,8,19415.942,17576382,19436.447000026703,554.7460940000001,433.14956074761676
remanei,1,9,19419.84,17575219,19439.723499774933,582.3203120000001,443.1831684084157
remanei,2,0,10542.497,17513619,10556.437299966812,1117.1171880000002,839.5363109551328
remanei,2,1,10600.898,17557710,10619.466099977493,1088.5351560000001,807.828557595457
remanei,2,2,10503.812,17522441,10519.078500032425,1085.109375,816.6234282947216
remanei,2,3,10566.885,17586445,10583.095999956131,1079.296875,821.804697631891
remanei,2,4,10568.723,17607775,10587.167299985886,1081.4179689999999,808.32549173439
remanei,2,5,10607.258,17698097,10620.068099975586,1089.2851560000001,811.5091320491819
remanei,2,6,10588.935,17575105,10607.234899997711,1091.9375,809.3562021836402
remanei,2,7,10458.504,17467813,10473.310900211334,1097.8046880000002,828.4800273630565
remanei,2,8,10602.065,17576384,10620.426399946213,1093.0664060000001,837.1612638535105
remanei,2,9,10504.777,17553441,10522.274899959564,1086.7109380000002,819.4778362408462
remanei,4,0,6031.89,17416818,6044.754100084305,2118.7734379999997,1437.3771630357337
remanei,4,1,6039.435,17506077,6052.464799880981,2106.890625,1465.7238220665415
remanei,4,2,6055.95,17450356,6067.339400053024,2110.6484379999997,1452.8713051790535
remanei,4,3,6129.844,17707044,6142.785400152206,2087.394531,1435.54768056793
remanei,4,4,6014.936,17327992,6027.709500074387,2010.941406,1409.1385702358632
remanei,4,5,6077.537,17470256,6093.550399780273,2027.035156,1413.3776106644066
remanei,4,6,6141.955,17358062,6157.586600065231,2095.722656,1402.2560963415744
remanei,4,7,6119.283,17158466,6134.566900014877,2031.25,1382.5833572826755
remanei,4,8,6017.745,17558590,6028.7525000572205,2104.082031,1446.9126344457748
remanei,4,9,6114.298,17519718,6127.087099790573,2104.042969,1437.0393629915177
remanei,8,0,3773.294,17766717,3784.4958000183105,4054.8398439999996,2365.777166049611
remanei,8,1,3836.75,17524692,3847.0785999298096,4092.164062,2294.7448944453918
remanei,8,2,3997.48,17470789,4008.7158999443054,3987.515625,2246.6124258613327
remanei,8,3,3788.912,17504204,3799.7050001621246,4052.007812,2379.3925654642776
remanei,8,4,3913.463,17496666,3924.708300113678,4085.9023439999996,2291.1349114213667
remanei,8,5,3930.891,17482052,3942.071599960327,3999.9882810000004,2262.857912867547
remanei,8,6,3726.13,17441678,3737.319400072098,4016.2929689999996,2376.3222218946275
remanei,8,7,3820.908,17589678,3832.1027998924255,4011.6445310000004,2350.412586769294
remanei,8,8,3812.562,17509190,3823.5083000659943,3994.570312,2345.6497261096156
remanei,8,9,3878.117,17612241,3888.9858000278473,3974.9960939999996,2320.9688267720217
remanei,16,0,3014.309,17359184,3025.3334000110626,7495.054687999999,3069.5246958550456
remanei,16,1,3210.04,17474339,3220.8572998046875,7762.824219,2958.5495043833635
remanei,16,2,2999.75,17321865,3011.3259999752045,7630.46875,3181.17567168308
remanei,16,3,3033.289,17152941,3044.2193999290466,7627.222656,3052.7694384223673
remanei,16,4,3099.063,17316058,3109.6147000789642,7808.765625,3116.392285633495
remanei,16,5,3052.797,17303933,3064.0826001167297,7878.679687999999,3017.7111324641005
remanei,16,6,2886.79,17181990,2897.5930001735687,7766.742187999999,3177.593189932764
remanei,16,7,2869.996,17417616,2880.8568999767303,7484.734375,3183.4689152426567
remanei,16,8,2928.693,16920032,2939.493499994278,7752.132812000001,3176.1437094959865
remanei,16,9,3031.707,17228909,3042.396700143814,7690.519531,3031.058413492172
remanei,24,0,2625.101,17026292,2636.8366000652313,11196.757812,3657.896455619936
remanei,24,1,2806.687,17145359,2818.0971999168396,11262.988281,3610.7701283945544
remanei,24,2,2716.338,17043727,2727.4616000652313,11077.226562,3609.500824087767
remanei,24,3,2906.331,17114931,2917.1891000270844,11029.699219,3356.327293007465
remanei,24,4,2792.475,17082007,2804.0093998908997,11221.066406,3535.022662925472
remanei,24,5,2611.025,16944069,2622.6455001831055,11161.171875,3625.122997394474
remanei,24,6,2873.244,16915066,2884.5317001342773,10916.488281,3302.51237902572
remanei,24,7,2816.698,16921863,2828.1981999874115,10961.601562,3429.252611488383
remanei,24,8,2713.765,16944836,2724.496400117874,10843.585938,3513.4116821558364
remanei,24,9,2842.307,17129176,2853.2558999061584,11143.984375,3451.029042239921
thaliana,1,0,19748.538,17887964,19778.910300016403,566.828125,439.8720783710507
thaliana,1,1,19820.565,18035361,19850.547499895096,586.0820309999999,454.6040729910489
thaliana,1,2,19735.034,17889953,19766.163599967957,552.4726559999999,439.6471560178238
thaliana,1,3,19640.5,17825472,19670.549499988556,567.84375,449.35959884895505
thaliana,1,4,19771.429,17966054,19802.17860007286,580.3945309999999,443.9522247742983
thaliana,1,5,19710.578,17879592,19741.625200033188,583.4921879999999,445.16787072748224
thaliana,1,6,19704.331,17865563,19737.96229982376,590.3007809999999,447.7834594084087
thaliana,1,7,19712.672,17883979,19744.05410003662,554.53125,432.9240934865293
thaliana,1,8,19491.203,17681440,19521.475499868393,555.3515620000001,440.8587422466368
thaliana,1,9,19655.633,17849470,19683.814899921417,561.0820309999999,445.3319270626749
thaliana,2,0,10552.424,17724910,10568.592700004578,1089.5429689999999,831.2958976657353
thaliana,2,1,10765.552,17866030,10779.222800016403,1082.8710939999999,809.475336519961
thaliana,2,2,10794.707,17980820,10810.845299959183,1095.265625,831.0246294493936
thaliana,2,3,10819.699,17932599,10836.16470003128,1097.3046880000002,820.6977796925069
thaliana,2,4,10835.683,17945110,10852.39980006218,1079.9921880000002,815.5936193574444
thaliana,2,5,10762.311,17919716,10774.812899827957,1086.1210939999999,821.9976440376253
thaliana,2,6,10829.161,17941971,10847.210500001907,1094.4609380000002,809.8362925606012
thaliana,2,7,10754.584,18085736,10772.887599945068,1080.4492189999999,820.2577716446724
thaliana,2,8,10815.337,17946041,10833.552200078964,1120.109375,815.845627825064
thaliana,2,9,10739.641,17975253,10757.75099992752,1069.4765619999998,812.8703211959072
thaliana,4,0,6168.063,17881409,6179.578799962997,2152.3359379999997,1457.8096349344771
thaliana,4,1,6198.517,17974467,6212.8851001262665,2142.328125,1487.3682165192158
thaliana,4,2,6151.297,17994497,6163.710599899292,2142.65625,1481.420262318619
thaliana,4,3,6110.889,17790133,6123.105700016022,2055.167969,1473.947924286501
thaliana,4,4,6108.015,17689266,6123.70760011673,2104.824219,1432.5845891322865
thaliana,4,5,6256.979,17728631,6273.344299793243,2111.3125,1395.5548173634954
thaliana,4,6,6028.647,17536156,6044.891299962997,2028.414062,1429.2930595180683
thaliana,4,7,6084.655,17552805,6100.460099935532,2104.746094,1419.1294562971188
thaliana,4,8,6126.841,17831432,6137.811900138855,2085.308594,1437.1846068171337
thaliana,4,9,6190.031,17821819,6202.618999958038,2142.046875,1440.3719884258705
thaliana,8,0,4016.668,17925356,4027.762899875641,4117.316406,2283.179265186732
thaliana,8,1,4005.046,18074548,4015.8144998550415,4144.066406,2303.929618267331
thaliana,8,2,3933.635,17607893,3944.64359998703,4119.625,2313.3118306504675
thaliana,8,3,3962.513,17937453,3973.5241000652313,4008.664062,2262.656747186214
thaliana,8,4,3811.707,18028410,3822.916100025177,3999.7304689999996,2383.2476879250535
thaliana,8,5,3873.389,17951168,3884.617599964142,4021.382812,2365.2092664425377
thaliana,8,6,3888.556,18162247,3900.0920000076294,4120.199219,2369.964967736931
thaliana,8,7,3810.3,17866169,3821.6630001068115,4013.0,2358.0209726972016
thaliana,8,8,3806.062,18039909,3816.9013001918793,4050.8789060000004,2363.774758511724
thaliana,8,9,3859.955,18012674,3870.3947999477386,4008.4726560000004,2377.3661364662235
thaliana,16,0,3060.045,17779528,3071.4601998329163,7776.34375,3178.4156431166834
thaliana,16,1,3154.362,17661861,3164.7977998256683,7832.578125,3097.585756343821
thaliana,16,2,3043.486,17676753,3053.955399990082,7732.617187999999,3182.051518295641
thaliana,16,3,2762.257,17715180,2773.2462000846863,7864.34375,3399.9798130453682
thaliana,16,4,3167.861,17783152,3179.0110998153687,7589.214844,3029.4396503835765
thaliana,16,5,2990.366,17645247,3001.856999874115,7580.078125,3181.061952318982
thaliana,16,6,2920.374,17687518,2931.127799987793,7800.96875,3232.9804521016845
thaliana,16,7,3119.762,17740683,3130.934000015259,7670.664062000001,3056.9743159218438
thaliana,16,8,3188.744,17779150,3199.298199892044,7411.847656,3010.7689790146005
thaliana,16,9,3093.033,17865947,3104.1854000091553,7646.148437999999,3141.0871023335644
thaliana,24,0,2812.153,17517302,2823.184700012207,10876.683594,3530.346018744545
thaliana,24,1,3066.132,17380475,3077.218400001526,10729.273438,3234.9141978308367
thaliana,24,2,3279.75,17518959,3290.8393998146057,11133.789062,3198.2550815596255
thaliana,24,3,2749.171,17228000,2760.5311000347137,11097.867188,3594.8978735567325
thaliana,24,4,2762.072,17062807,2773.605499982834,11106.378906,3538.6144943714758
thaliana,24,5,2798.91,17298881,2810.077600002289,11051.113281,3569.138068176447
thaliana,24,6,2896.615,17503288,2908.1277000904083,10781.65625,3363.5726836978138
thaliana,24,7,2742.907,17397401,2753.3782999515533,10936.34375,3481.289008849462
thaliana,24,8,2963.184,17212184,2974.1756999492645,10817.648438,3304.5457230717425
thaliana,24,9,2997.499,17420914,3008.0025000572205,10829.9375,3302.33405692448
